Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Location,About Company,Investors,Revenue 2018,Revenue 2019,Revenue 2020,Revenue 2021,Revenue 2022,Revenue 2023
Hesa,2021,2015.0,IT startup,Seed,1721309.31,Hyderabad,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.,"Venture Catalysts, 9unicorns",1780020.6531519800,2846719.976461910,2889586.746969840,2994065.71930395,3291895.594228940,3169873.0926976400
Powerhouse91,2021,2009.0,Consumer goods,Seed,1930436.04,Gurugram,"A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in India.",Crossbeam Venture Partners,2327155.3328150300,3500181.5913882300,2881684.0091352100,3818499.2638982200,3389638.181268060,4652392.104594200
Nalanda Learning,2021,2020.0,EdTech,Unknown,1576977.89,Kolkata,India's 1st Online Preschool with Blended Learning Model,Aavishkaar Capital,2348572.320467160,2137322.5857588300,2306560.6748485900,3250814.2497341000,3332137.887042780,3417585.9151966000
Chargeup,2021,2020.0,Renewable Energy,Pre-series A,1054407.68,New New Delhi,"""Battery as a Service"" for 3 wheeler & 2 wheelers",Mapmyindia,1085532.865310910,1679354.6567592100,2023402.6392618300,1819372.2495817600,2226348.037354820,2290416.6316695000
Knackit,2021,2020.0,IT startup,Unknown,734755.67,Bengaluru,Knackit is a talent sharing platform where users can showcase and monetize their artistry.,Jyoti Bansal,1110621.8616199600,1154639.97576202,1371254.426267280,1316227.3350064000,1255045.1760373900,1618016.0572049100
Treebo Hotels,2021,2019.0,Hospitality,Series D,1383977.6,Bengaluru,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.,Accor,1461251.4417850500,2138172.9343435200,2552910.37789114,2392450.9690049400,2438167.0101043200,3336679.898937810
Raptee Energy,2021,2006.0,Automotive,Unknown,644183.78,Chennai,Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!,Unknown,737518.440003175,964306.8529705630,902331.84018465,990969.0294078050,1293700.4616087000,1520113.478908900
Meddo,2021,2019.0,HealthCare,Unknown,1509859.06,Gurugram,Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.,"SRI Capital, Picus Capital, Alkemi Capital",2058069.213631930,2600553.2531560200,2442867.083432180,2772122.1959357500,3218846.341423480,3094825.3322880300
Supertails,2021,2019.0,Pet care,Pre-series A,815746.38,Bengaluru,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,"Saama Capital, DSG Consumer Partners",1041882.0985287700,1212368.3499209000,1366825.9659071500,1239182.88573905,1695554.0689971700,1858221.025801080
SkilloVilla,2021,2015.0,EdTech,Seed,1352084.04,Bengaluru,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,Titan Capital,2012119.9181981800,2154620.794735680,2230354.234504830,2467697.8724895100,2762730.4151241500,2844664.611643920
Cancer Clinics,2021,2021.0,HealthCare,Pre-series A,628636.42,Telugana,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.",Axilor,1014057.554373800,828381.7370861240,1052558.5700130500,1279238.8804450700,1320642.8374194700,1182728.8352813800
Velocity,2021,2021.0,FinTech,Seed,1791730.97,Bengaluru,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,Valar Ventures,2500577.8602405000,3118981.625392840,2956900.174084320,3682003.9759740500,3345985.3647042500,3399488.6707445400
Happy Jars,2021,2021.0,Food & Beverages,Seed,761572.87,New New Delhi,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.",Inflection Point Ventures,983177.0435609670,1213133.5494523700,1452512.5355584500,1268346.6597752600,1460368.930093670,1639332.50476915
Inshorts,2021,2019.0,Media,Unknown,1748430.71,Noida,Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.,"Addition, SIG Global India Fund",1763018.930784610,3288332.7264035700,2622563.9897930800,3193066.567927580,3821310.2655582100,3897035.475757760
ExtraaEdge,2021,2017.0,MarTech,Pre-series A,614709.79,Pune,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments,"9Unicorns Accelerator Fund, Indian Angel Network",636944.6322373330,1037743.3789410100,1003640.4260733500,941092.5995316430,1040955.5780970300,1271820.9839630700
Zotalabs,2021,2015.0,Tech Startup,Seed,1095260.49,Pune,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,Alfa Ventures,1680933.3489566700,1671672.0464851200,1969091.3826331700,2005899.492909970,2274856.80232422,2543724.309469530
Voiro,2021,2014.0,Advertisement,Pre-series A,869737.76,Bengaluru,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,1Crowd,1462991.32696409,1313919.9815349700,1258015.3444347500,1706978.7944859300,1452222.0632599100,1952272.3341025600
Dream Sports,2021,2017.0,Gaming,Unknown,1829688.83,Mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, FanCode, DreamX and DreamSetGo in its portfolio.","TCV, D1 Capital Partners, Falcon Edge.",2864475.042675740,3471464.1163084200,3046226.4285701300,2805979.3476915900,3828261.6474686400,4412879.939273030
Safex Chemicals,2021,2014.0,AgriTech,Unknown,726526.85,New New Delhi,Safex Chemicals India Ltd is a leading company having a strong foothold in the Indian agrochemicals industry.,BanyanTree Finance Pvt. Ltd.,1220267.1420308600,1318033.8977820500,1356698.4462432500,1196272.5814790000,1561591.8277003700,1652085.085451130
Instoried,2021,2018.0,Content creation,Unknown,1400428.48,Bengaluru,Instoried is an augmented writing platform which improves customer interest and engagement.,"EXPERT DOJO, Mumbai Angels",2136131.2229487300,2196832.960539940,2706837.260538900,2930847.11751153,2446488.4001330100,2828403.41502133
Rupifi,2021,2020.0,FinTech,Pre-series A,1097047.09,Bengaluru,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,Quona Capital,1622024.5619089000,1947454.856202480,1844985.6198221900,1796311.6774722300,2346285.2444649200,2391987.1531639900
Moneyboxx,2021,2015.0,FinTech,Debt,1056980.62,Mumbai,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.,"Ashv Finance, BlackSoil Capital",1081806.5714231800,1899722.7682997500,1755380.5599623500,1877023.7185004400,2221338.668475850,2151619.7210112100
CityMall,2021,2020.0,E-commerce,Series A,1451292.72,Gurugram,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,"WaterBridge Ventures, SAIF Partners",2295878.4282940800,1942535.00390903,2767117.9904152200,2805686.043178920,2879078.7392282000,3148717.5535492500
Janani,2021,2019.0,Heathcare,Seed,691064.1,Bengaluru,Janani.ai is a fertility care provider.,"Sweta Rau, 9Unicorns Accelerator Fund",939154.7789252000,950069.8103140320,1305505.7063129100,1202267.4447560700,1285451.0043485900,1259041.691610730
ReshaMandi,2021,2019.0,AgriTech,Seed,1154656.98,Bengaluru,India's 1st award winning technology led digital ecosystem for Silk,"Omnivore, Strive Ventures",1688320.0720060300,1698001.820338000,2001591.685665400,2420196.234725060,1871260.838924670,2650067.9488013500
Bombay Shaving Company,2021,2008.0,Lifestyle,Unknown,1888119.01,New New Delhi,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.","Rajesh Sud, KULDEEP JAIN",2170141.583248900,3192909.2839509000,3493475.541048540,2906675.174872670,3786540.2222087100,3512423.5815248300
DotPe,2021,2015.0,FinTech,Series A,1381682.79,Gurugram,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,"PayU, Google",2306128.486978520,2443418.0599476800,2502109.4783257300,2372067.6341975300,2565012.1965002700,3120876.644868390
Homingos,2021,2014.0,Augmented reality,Unknown,1473449.37,Bengaluru,Homingos is an Augmented reality (AR)-based social networking platform.,"Sundi Natarajan, Srinivas Anumolu",2273826.103502830,2214338.528396790,2685533.0875643000,3034301.7157899300,2631596.7670834100,3500571.797431120
Anar Business Community,2021,2015.0,Tech Startup,Unknown,1492385.65,Mumbai,Anar is a communications and networking platform for businesses around the world.,"Titan Capital, First Cheque",2163403.473759090,2834742.2108986900,2241774.7562359800,2511219.7943913300,2808166.50882749,3271592.92568105
Five Star Finance,2021,2020.0,FinTech,Unknown,1540041.54,Chennai,Five-Star is a Registered Non Banking Finance Company (NBFC) with Reserve Bank of India (RBI).,"TPG Capital Asia, Epiq Capital",2567039.423388870,2409113.010097150,3033420.7925822600,2854785.165461980,2710496.36381825,3174315.199156640
Settlrs,2021,2016.0,Rental space,Pre-series A,1721345.69,Bengaluru,"A B2B rental services company for furniture, home appliances, electronic and IT infrastructure.",MaGEHold Pte. Ltd.,2511087.3617187700,2661121.5695906,2545361.2592195200,2964815.8803708000,2779315.3752721100,4136081.0225825200
BYJU'S,2021,2014.0,EdTech,Series F,582651.74,Bengaluru,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"BlackRock, Owl Ventures",814282.5018335630,885982.5568859680,851173.6371751120,1011027.5349270200,1156697.2767443300,1409951.5961340300
Annapurna Finance,2021,2020.0,FinTech,Unknown,1920862.29,Bhubaneswar,Annapurna Microfinance is a microfinance venture that works for the financial and economic upliftment of underserved and unreached women.,"Asian Development Bank, Oman India Joint Investment Fund",2257724.000463530,2779576.403533120,3452036.540314930,3367353.1874481700,3962578.0056287800,4206027.887565490
HealthPlix,2021,2019.0,HealthCare,Series B,1734473.77,Bengaluru,HealthPlix is a healthtech startup,"JSW Ventures, Kalaari Capital",2316447.9961964300,2417981.5443938100,3419197.24027183,3249632.407205070,3688951.26446535,3962165.6966331900
Masai School,2021,2020.0,EdTech,Series A,724443.2,Bengaluru,Masai School is a job-oriented software training services.,"Unitus Ventures, Omidyar Network India",800614.132351819,1007470.6151458200,1204657.6861597000,1209845.969179610,1509269.6741723700,1389636.685080680
Bewakoof,2021,2016.0,D2C Fashion,Unknown,1547160.22,Mumbai,"Society perceives Bewakoof as stupid.But what does society call Bewakoof?Often, it’s anything different or anything that’s done differently.","IvyCap Ventures, Pratithi Investment Trust",2376841.6245416100,2857695.257449340,2314017.956382860,2804637.933214210,2920536.4887310900,2824029.570488700
IndiaLends,2021,2020.0,FinTech,Unknown,810882.32,New New Delhi,IndiaLends is a digital lending and borrowing marketplace.,"ACPI Investments, AdvantEdge Founders",1375436.296082370,1451185.7811792000,1245359.861519040,1538701.4838616500,1599402.284028220,1614053.2584432000
Stelis Biopharma,2021,2020.0,BioTechnology,Series B,830937.18,Bengaluru,Stelis Biopharma is a vertically integrated biopharmaceutical company.,"RouteOne, Mankekar Family Office",1146399.84014869,1211385.7258686200,1586127.8430283800,1525575.662723010,1671704.8642620300,1729416.7932538500
Tilt,2021,2017.0,Bike Rental,Unknown,1000110.97,Bengaluru,A bike-share for Indian campuses,Y Combinator,1121834.85072818,1596830.7935262400,1473341.4132750900,1795000.230737570,1790617.9140798400,2352852.60946733
NeoDove,2021,2008.0,AI startup,Seed,851640.99,Jaipur,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",India Quotient,1442445.840301800,1416785.835173640,1445349.1757603600,1313904.216157030,1603111.302809480,1550697.7994859400
Zaara Biotech,2021,2016.0,BioTechnology,Unknown,1256435.1,Kottayam,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,TCN International Commerce,1710973.4267448400,1973527.766301920,2058247.4737946400,2115642.0311411100,2707905.8827465000,2874037.411609610
KreditBee,2021,2011.0,FinTech,Seed,795330.23,Bengaluru,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,"Alpine Capital, PremjiInvest",1314310.3971877000,1191300.9217341800,1293025.49729998,1263993.858833160,1638299.5499024000,1914545.0638373400
True Balance,2021,2021.0,FinTech,Debt,1369727.38,Gurugram,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,"Bon Angels Venture Partners, Daesung Private Equity",1627547.1126557900,2507138.24192868,2489970.564848040,2583622.1766666800,2732243.8460907200,3186135.2156178600
Muvin,2021,2015.0,FinTech,Seed,1422871.14,Bengaluru,Youth Neobank enabling financial solutions for the teenagers and young people,Unknown,2087720.1370758200,2644418.4926907200,2452284.6802243100,2766817.129756130,2940163.4368254600,2811230.4849173300
Purplle,2021,2014.0,Beauty products,Unknown,551538.92,Mumbai,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.","Spring Marketing Capital, Verlinvest",798847.3001558930,735710.2868846570,855203.5151930940,889671.9929363440,1124837.293133480,1079244.6698462000
FloBiz,2021,2005.0,Tech Startup,Series A,1066796.03,Bengaluru,India’s first neobusiness platform,Elevation Capital,1537643.3770288500,1581651.4373637900,2080596.5270655600,1636995.125222660,2222090.1359470300,2630720.8063875700
Jeevam Health,2021,2021.0,Health care,Pre-seed,610750.29,New New Delhi,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,Y Combinator,651579.4845860240,1056085.1929377000,1189205.0613400800,966844.5869011210,1195517.2180365000,1353080.8514506100
NewLink Group,2021,2011.0,Tech Startup,Unknown,1601781.78,Beijing,Developer of an energy management and transportation digital platform designed to streamline the energy supply chain,Bain Capital,1936776.4633505700,2457470.811355860,2583625.4053750100,3007997.626678540,3310808.319255190,3361805.4382156400
OZiva,2021,2007.0,Heathcare,Series B,1847476.13,Mumbai,OZiva is a plant-based Clean Nutrition Brand.,"F-Prime Capital, Eight Roads Ventures India",2378958.5091528600,3110848.0209898000,2769243.8505983300,3066546.023015430,3474503.539176960,3356120.7407573900
Blive,2021,2017.0,Tourism,Pre-series A,842726.92,Panaji,B: Live is an electric vehicle tourism startup.,"Mumbai Angels, DNA Entertainment Networks",1152552.378283400,1174731.8603033500,1435602.0621055200,1527331.984412980,1705042.4309735400,1546795.0251409300
